id	entry_id	annotationtype_id	start	end	value	string
3630355	143153	53	17	21	pos	abs.
3630356	143153	53	21	30	translation	dolencia
3630357	143153	53	32	37	translation	dolor
3630358	143153	53	39	71	example-src	¡Áyúú, íñéhaca ihdyu avye!
3630359	143153	53	71	103	example-tgt	 ¡Ay, qué dolor! ║ estado de...
3673256	143153	54	0	4	headorthographic	# a vy e #
3673257	143153	54	6	16	headorthographic	# á vy é c u n u #
1381012	143154	52	0	0	tab	""
1381013	143154	52	0	0	tab	""
1381014	143154	51	0	18	bold	[avye, avyécu̱nu]
1381015	143154	51	19	22	italic	ve.
1381016	143154	52	38	38	newline	""
1381017	143154	52	39	39	tab	""
1381018	143154	51	58	77	italic	Mítyane táhbááu
1381019	143154	52	77	77	newline	""
1381020	143154	52	78	78	tab	""
1381021	143154	51	78	95	italic	oke avyécunúhi.
1381022	143154	52	113	113	newline	""
1381023	143154	52	114	114	pagebreak	""
1381024	143154	52	114	114	tab	""
3630360	143154	53	1	5	head	avye
3630361	143154	53	7	17	head	avyécu̱nu
3630362	143154	53	19	22	pos	ve.
3630363	143154	53	25	31	translation	doler
3630364	143154	53	33	43	translation	tener pena
3630365	143154	53	45	56	translation	sentir pena
3630366	143154	53	127	139	translation	ser picante
3630367	143154	53	58	95	example-src	Mítyane táhbááu oke avyécunúhi.
3630368	143154	53	95	125	example-tgt	 Me duele mucho el estómago. 
3673258	143154	54	1	5	headorthographic	# a vy e #
3673259	143154	54	7	17	headorthographic	# a vy é c u̱ n u #
1381025	143155	52	0	0	tab	""
1381026	143155	52	0	0	tab	""
1381027	143155	51	0	19	bold	[ávyé(h)/avyéwu]
1381028	143155	51	20	24	italic	adj.
1381029	143155	52	37	37	newline	""
1381030	143155	52	38	38	tab	""
1381031	143155	51	38	71	italic	Oke naníyó wátsihcyú avyéwu.
1381032	143155	52	75	75	newline	""
1381033	143155	52	76	76	tab	""
1381034	143155	52	112	112	newline	""
1381035	143155	52	113	113	tab	""
3630369	143155	53	1	7	head	ávyé
3630370	143155	53	1	10	head	ávyéh
3630371	143155	53	11	18	head	avyéwu
3630372	143155	53	20	24	pos	adj.
3630373	143155	53	27	36	translation	doloroso
3630374	143155	53	126	134	translation	picante
3630375	143155	53	38	71	example-src	Oke naníyó wátsihcyú avyéwu.
3630376	143155	53	71	124	example-tgt	 Los azotes que me dio mi tío fueron muy dolorosos. 
3673260	143155	54	1	7	headorthographic	# á vy é #
3673261	143155	54	1	10	headorthographic	# á vy é h #
3673262	143155	54	11	18	headorthographic	# a vy é w u #
1381036	143156	51	0	12	bold	ávyejpácyo
1381037	143156	51	13	15	italic	s.
1381038	143156	52	40	40	hyphen	""
1381039	143156	52	40	40	newline	""
1381040	143156	52	40	40	tab	""
3630377	143156	53	0	12	head	ávyejpácyo
3630378	143156	53	13	15	pos	s.
3630379	143156	53	15	21	translation	licor
3630380	143156	53	23	34	translation	aguardiente
3630381	143156	53	36	64	translation	cualquier bebida alcohólica
3673263	143156	54	0	12	headorthographic	# á vy e j p á cy o #
1381041	143157	51	0	14	bold	ávyejpíítye
1381042	143157	51	15	19	italic	abs.
3630382	143157	53	0	14	head	ávyejpíítye
3630383	143157	53	15	19	pos	abs.
3673264	143157	54	0	14	headorthographic	# á vy e j p íí ty e #
1381043	143158	52	0	0	tab	""
1381044	143158	52	0	0	tab	""
1381045	143158	51	0	15	bold	[ávyéjpiitye]
1381046	143158	51	16	19	italic	ve.
1381047	143158	52	38	38	hyphen	""
1381048	143158	52	38	38	newline	""
1381049	143158	52	38	38	tab	""
1381050	143158	51	49	84	italic	Mítyane ó ávyéjpiityé o í̵í̵
1381051	143158	52	84	84	hyphen	""
1381052	143158	52	84	84	newline	""
1381053	143158	52	84	84	tab	""
1381054	143158	51	84	98	italic	cúné boóne.
1381055	143158	52	121	121	hyphen	""
1381056	143158	52	121	121	newline	""
1381057	143158	52	121	121	tab	""
3630384	143158	53	1	14	head	ávyéjpiitye
3630385	143158	53	16	19	pos	ve.
3630386	143158	53	19	34	translation	estar dolorido
3630387	143158	53	36	47	translation	tener dolor
3630388	143158	53	49	98	example-src	Mítyane ó ávyéjpiityé o í̵í̵cúné boóne.
3630389	143158	53	98	136	example-tgt	 Estoy muy dolorido después de jugar.
3673265	143158	54	1	14	headorthographic	# á vy é j p ii ty e #
1381058	143159	51	0	9	bold	avyéjtso
1381059	143159	51	10	14	italic	abs.
1381060	143159	52	38	38	newline	""
1381061	143159	52	39	39	tab	""
3630390	143159	53	0	9	head	avyéjtso
3630391	143159	53	10	14	pos	abs.
3630392	143159	53	14	27	translation	agravamiento
3673266	143159	54	0	9	headorthographic	# a vy é j ts o #
1381062	143160	52	0	0	tab	""
1381063	143160	52	0	0	tab	""
1381064	143160	51	0	11	bold	[ávyejtso]
1381065	143160	51	12	15	italic	vt.
1381066	143160	52	38	38	newline	""
1381067	143160	52	39	39	tab	""
1381068	143160	51	58	79	italic	Cuuve ó ávyéjtsoó
1381069	143160	52	79	79	newline	""
1381070	143160	52	80	80	tab	""
1381071	143160	51	80	114	italic	wácyujpa amómé ibóhí̵í̵tuki.
1381072	143160	52	121	121	newline	""
1381073	143160	52	122	122	tab	""
1381074	143160	52	160	160	newline	""
1381075	143160	52	161	161	tab	""
3630393	143160	53	1	10	head	ávyejtso
3630394	143160	53	12	15	pos	vt.
3630395	143160	53	15	23	translation	agravar
3630396	143160	53	25	37	translation	intensificar
3630397	143160	53	39	56	translation	hacer más fuerte
3630398	143160	53	58	114	example-src	Cuuve ó ávyéjtsoó wácyujpa amómé ibóhí̵í̵tuki.
3630399	143160	53	114	198	example-tgt	 Por la tarde haré más fuerte el veneno para pescar para que los peces no revivan.
3673267	143160	54	1	10	headorthographic	# á vy e j ts o #
1381076	143161	51	0	7	bold	ávyeju
1381077	143161	51	8	12	italic	abs.
1381078	143161	51	23	47	italic	Naavéné avyéjú íñe
1381079	143161	52	47	47	newline	""
1381080	143161	52	48	48	tab	""
1381081	143161	51	48	64	italic	ímítyunéhji̵.
1381082	143161	52	89	89	hyphen	""
1381083	143161	52	89	89	newline	""
1381084	143161	52	89	89	tab	""
1381085	143161	51	122	127	italic	Píí
1381086	143161	52	127	127	hyphen	""
1381087	143161	52	127	127	newline	""
1381088	143161	52	127	127	tab	""
1381089	143161	51	127	174	italic	vyéébé avyéjú máájtyumí̵ íévéhóówa
1381090	143161	52	174	174	hyphen	""
1381091	143161	52	174	174	newline	""
1381092	143161	52	174	174	tab	""
1381093	143161	51	174	177	italic	ri.
3630400	143161	53	0	7	head	ávyeju
3630401	143161	53	8	12	pos	abs.
3630402	143161	53	15	21	translation	reino
3630403	143161	53	113	120	translation	gloria
3630404	143161	53	23	64	example-src	Naavéné avyéjú íñe ímítyunéhji̵.
3630405	143161	53	64	111	example-tgt	 El reino de Satanás consiste en cosas malas. 
3630406	143161	53	122	177	example-src	Píívyéébé avyéjú máájtyumí̵ íévéhóówari.
3630407	143161	53	177	214	example-tgt	 La gloria de Dios se ve en el cielo.
3673268	143161	54	0	7	headorthographic	# á vy e j u #
1381094	143162	51	0	42	bold	ávyéjuúbe, ávyéjujtétsi, ávyéjujte
1381095	143162	51	43	45	italic	s.
1381096	143162	52	48	48	hyphen	""
1381097	143162	52	48	48	newline	""
1381098	143162	52	48	48	tab	""
1381099	143162	52	90	90	newline	""
1381100	143162	52	91	91	tab	""
3630408	143162	53	0	12	head	ávyéjuúbe
3630409	143162	53	14	29	head	ávyéjujtétsi
3630410	143162	53	31	42	head	ávyéjujte
3630411	143162	53	43	45	pos	s.
3630412	143162	53	45	50	translation	jefe
3630413	143162	53	52	58	translation	curaca
3630414	143162	53	60	67	translation	cacique
3630415	143162	53	69	76	translation	patrón
3630416	143162	53	78	84	translation	señor
3630417	143162	53	86	89	translation	rey
3630418	143162	53	91	99	translation	soberano
3630419	143162	53	101	111	translation	presidente
3673269	143162	54	0	12	headorthographic	# á vy é j uú b e #
3673270	143162	54	14	29	headorthographic	# á vy é j u j t é ts i #
3673271	143162	54	31	42	headorthographic	# á vy é j u j t e #
1381101	143163	51	0	17	bold	ávyéjújkimyéi
1381102	143163	51	18	22	italic	abs.
1381103	143163	52	42	42	hyphen	""
1381104	143163	52	42	42	newline	""
1381105	143163	52	42	42	tab	""
3630420	143163	53	0	17	head	ávyéjújkimyéi
3630421	143163	53	18	22	pos	abs.
3630422	143163	53	22	34	translation	superación
3630423	143163	53	36	52	translation	engrandecimiento
3673272	143163	54	0	17	headorthographic	# á vy é j ú j k i my é i #
1381129	143165	51	0	17	bold	ávyéjújtsaméi
1381130	143165	51	18	22	italic	abs.
3630424	143165	53	0	17	head	ávyéjújtsaméi
3630425	143165	53	18	22	pos	abs.
3673273	143165	54	0	17	headorthographic	# á vy é j ú j ts a m é i #
1381131	143166	52	0	0	tab	""
1381132	143166	52	0	0	tab	""
1381133	143166	51	0	20	bold	[ávyéjújtsáme̱i]
1381134	143166	51	21	24	italic	vr.
1381135	143166	52	39	39	newline	""
1381136	143166	52	40	40	tab	""
3630426	143166	53	1	19	head	ávyéjújtsáme̱i
3630427	143166	53	21	24	pos	vr.
3630428	143166	53	24	34	translation	exaltarse
3630429	143166	53	36	48	translation	ser exaltado
3630430	143166	53	50	66	translation	ser engrandecido
3673274	143166	54	1	19	headorthographic	# á vy é j ú j ts á m e̱ i #
1381137	143167	51	0	12	bold	ávyejújtso
1381138	143167	51	13	17	italic	abs.
1381139	143167	52	46	46	newline	""
1381140	143167	52	47	47	pagebreak	""
1381141	143167	52	47	47	tab	""
3630431	143167	53	0	12	head	ávyejújtso
3630432	143167	53	13	17	pos	abs.
3630433	143167	53	17	29	translation	exaltación
3630434	143167	53	31	45	translation	glorificación
3673275	143167	54	0	12	headorthographic	# á vy e j ú j ts o #
1381142	143168	52	0	0	tab	""
1381143	143168	52	0	0	tab	""
1381144	143168	51	0	14	bold	[ávyéjujtso]
1381145	143168	51	15	18	italic	vt.
1381146	143168	52	36	36	hyphen	""
1381147	143168	52	36	36	newline	""
1381148	143168	52	36	36	tab	""
1381149	143168	52	72	72	newline	""
1381150	143168	52	73	73	tab	""
1381151	143168	51	105	111	italic	Métsu
1381152	143168	52	111	111	newline	""
1381153	143168	52	112	112	tab	""
1381154	143168	51	112	147	italic	méávyéjújtso méavyéjúúbeke.
1381155	143168	52	153	153	newline	""
1381156	143168	52	154	154	tab	""
3630435	143168	53	1	13	head	ávyéjujtso
3630436	143168	53	15	18	pos	vt.
3630437	143168	53	18	26	translation	exaltar
3630438	143168	53	28	39	translation	engrandecer
3630439	143168	53	41	59	translation	tratar con respeto
3630440	143168	53	61	76	translation	tratar como rey
3630441	143168	53	78	103	translation	jefe o persona importante
3630442	143168	53	105	147	example-src	Métsu méávyéjújtso méavyéjúúbeke.
3630443	143168	53	147	179	example-tgt	 Vamos a exaltar a nuestro jefe.
3673276	143168	54	1	13	headorthographic	# á vy é j u j ts o #
1381157	143169	51	0	13	bold	ávyejúúlle
1381158	143169	51	14	18	italic	abs.
3630444	143169	53	0	13	head	ávyejúúlle
3630445	143169	53	14	18	pos	abs.
3630446	143169	53	18	26	translation	respeto
3673277	143169	54	0	13	headorthographic	# á vy e j úú ll e #
1381159	143170	52	0	0	tab	""
1381160	143170	52	0	0	tab	""
1381161	143170	51	0	13	bold	[avyéjuulle]
1381162	143170	51	14	17	italic	vt.
1381163	143170	52	37	37	hyphen	""
1381164	143170	52	37	37	newline	""
1381165	143170	52	37	37	tab	""
1381166	143170	52	73	73	hyphen	""
1381167	143170	52	73	73	newline	""
1381168	143170	52	73	73	tab	""
1381169	143170	51	78	114	italic	Múúne méavyéjuullé máamíajté
1381170	143170	52	114	114	hyphen	""
1381171	143170	52	114	114	newline	""
1381172	143170	52	114	114	tab	""
1381173	143170	51	114	117	italic	ke.
1381174	143170	52	145	145	newline	""
1381175	143170	52	146	146	tab	""
3630447	143170	53	1	12	head	avyéjuulle
3630448	143170	53	14	17	pos	vt.
3630449	143170	53	17	26	translation	respetar
3630450	143170	53	28	45	translation	tener respeto por
3630451	143170	53	47	67	translation	tener en gran estima
3630452	143170	53	69	76	translation	venerar
3630453	143170	53	78	117	example-src	Múúne méavyéjuullé máamíajtéke.
3630454	143170	53	117	154	example-tgt	 Debemos respetar a nuestros mayores.
3673278	143170	54	1	12	headorthographic	# a vy é j uu ll e #
1381176	143171	51	0	43	bold	ávyéjuúlle, ávyéjujtépi̵, ávyéjujte
1381177	143171	51	44	46	italic	s.
1381178	143171	52	46	46	newline	""
1381179	143171	52	47	47	tab	""
3630455	143171	53	0	13	head	ávyéjuúlle
3630456	143171	53	15	30	head	ávyéjujtépi̵
3630457	143171	53	32	43	head	ávyéjujte
3630458	143171	53	44	46	pos	s.
3630459	143171	53	46	52	translation	reina
3630460	143171	53	54	61	translation	patrona
3630461	143171	53	63	70	translation	señora
3673279	143171	54	0	13	headorthographic	# á vy é j uú ll e #
3673280	143171	54	15	30	headorthographic	# á vy é j u j t é p i ̵ #
3673281	143171	54	32	43	headorthographic	# á vy é j u j t e #
1381180	143172	51	0	20	bold	ávyejúúllejcátsi
1381181	143172	51	21	25	italic	abs.
1381182	143172	52	40	40	newline	""
1381183	143172	52	41	41	tab	""
3630462	143172	53	0	20	head	ávyejúúllejcátsi
3630463	143172	53	21	25	pos	abs.
3630464	143172	53	25	39	translation	respeto mutuo
3673282	143172	54	0	20	headorthographic	# á vy e j úú ll e j c á ts i #
1381184	143173	52	0	0	tab	""
1381185	143173	52	0	0	tab	""
1381186	143173	51	0	24	bold	[ávyéjúúlléjca̱tsi]
1381187	143173	51	25	30	italic	vrec.
1381188	143173	52	41	41	newline	""
1381189	143173	52	42	42	tab	""
1381190	143173	51	54	75	italic	Áátyáábama muhtsi
1381191	143173	52	75	75	newline	""
1381192	143173	52	76	76	tab	""
1381193	143173	51	76	101	italic	meávyéjúúlléjcatsí.
1381194	143173	52	116	116	newline	""
1381195	143173	52	117	117	tab	""
3630465	143173	53	1	23	head	ávyéjúúlléjca̱tsi
3630466	143173	53	25	30	pos	vrec.
3630467	143173	53	30	52	translation	respetarse mutuamente
3630468	143173	53	54	101	example-src	Áátyáábama muhtsi meávyéjúúlléjcatsí.
3630469	143173	53	101	147	example-tgt	 Mi esposa y yo nos respetamos el uno al otro.
3673283	143173	54	1	23	headorthographic	# á vy é j úú ll é j c a̱ ts i #
1381196	143174	51	0	17	bold	ávyejúúlleméi
1381197	143174	51	18	22	italic	abs.
1381198	143174	52	43	43	newline	""
1381199	143174	52	44	44	tab	""
1381200	143174	51	44	79	italic	Éje, aallécó ávyéjúúlleméi.
1381201	143174	52	90	90	newline	""
1381202	143174	52	91	91	tab	""
3630470	143174	53	0	17	head	ávyejúúlleméi
3630471	143174	53	18	22	pos	abs.
3630472	143174	53	22	42	translation	lo que es respetado
3630473	143174	53	44	79	example-src	Éje, aallécó ávyéjúúlleméi.
3630474	143174	53	79	128	example-tgt	 Mira ahí, la jefa muy respetada. ║ efecto de...
3673284	143174	54	0	17	headorthographic	# á vy e j úú ll e m é i #
1381203	143175	52	0	0	tab	""
1381204	143175	52	0	0	tab	""
1381205	143175	51	0	20	bold	[ávyejúúlléme̱i]
1381206	143175	51	21	24	italic	vr.
1381207	143175	52	39	39	newline	""
1381208	143175	52	40	40	tab	""
1381209	143175	51	40	88	italic	Táñahbe ávyejúúllémeí í̵tsí̵í̵medívu.
1381210	143175	52	88	88	newline	""
1381211	143175	52	89	89	tab	""
1381212	143175	52	123	123	hyphen	""
1381213	143175	52	123	123	newline	""
1381214	143175	52	123	123	tab	""
3630475	143175	53	1	19	head	ávyejúúlléme̱i
3630476	143175	53	21	24	pos	vr.
3630477	143175	53	24	38	translation	ser respetado
3630478	143175	53	40	88	example-src	Táñahbe ávyejúúllémeí í̵tsí̵í̵medívu.
3630479	143175	53	88	127	example-tgt	 Mi hermano es respetado por sus hijos.
3673285	143175	54	1	19	headorthographic	# á vy e j úú ll é m e̱ i #
1381215	143176	51	0	12	bold	ávyejúúne
1381216	143176	51	13	15	italic	s.
1381217	143176	52	40	40	hyphen	""
1381218	143176	52	40	40	newline	""
1381219	143176	52	40	40	tab	""
3630480	143176	53	0	12	head	ávyejúúne
3630481	143176	53	13	15	pos	s.
3630482	143176	53	15	28	translation	cosa valiosa
3630483	143176	53	30	49	translation	cosa de mucho valor
3673286	143176	54	0	12	headorthographic	# á vy e j úú n e #
1381220	143177	51	0	12	bold	ávyejúúte
1381221	143177	51	13	17	italic	abs.
3630484	143177	53	0	12	head	ávyejúúte
3630485	143177	53	13	17	pos	abs.
3673287	143177	54	0	12	headorthographic	# á vy e j úú t e #
1381222	143178	52	0	0	tab	""
1381223	143178	52	0	0	tab	""
1381224	143178	51	0	15	bold	[ávyéju̱u̱te]
1381225	143178	51	16	19	italic	vi.
1381226	143178	52	38	38	hyphen	""
1381227	143178	52	38	38	newline	""
1381228	143178	52	38	38	tab	""
1381229	143178	51	66	75	italic	Táñahbe
1381230	143178	52	75	75	newline	""
1381231	143178	52	76	76	tab	""
1381232	143178	51	76	125	italic	ícyooca ávyéjuuté tsííñé iiñújí̵ pañe
1381233	143178	52	125	125	newline	""
1381234	143178	52	126	126	tab	""
1381235	143178	51	126	144	italic	iwákímyeíñeri.
1381236	143178	52	164	164	newline	""
1381237	143178	52	165	165	tab	""
1381238	143178	52	200	200	hyphen	""
1381239	143178	52	200	200	newline	""
1381240	143178	52	200	200	tab	""
3630486	143178	53	1	14	head	ávyéju̱u̱te
3630487	143178	53	16	19	pos	vi.
3630488	143178	53	19	43	translation	llegar a ser importante
3630489	143178	53	45	64	translation	volverse importante
3630490	143178	53	66	144	example-src	Táñahbe ícyooca ávyéjuuté tsííñé iiñújí̵ pañe iwákímyeíñeri.
3630491	143178	53	144	222	example-tgt	 Mi hermano llegó a ser un personaje importante que trabaja en el extranjero.
3673288	143178	54	1	14	headorthographic	# á vy é j u̱u̱ t e #
1381241	143179	51	0	15	bold	ávyéjuutétso
1381242	143179	51	16	20	italic	abs.
3630492	143179	53	0	15	head	ávyéjuutétso
3630493	143179	53	16	20	pos	abs.
3673289	143179	54	0	15	headorthographic	# á vy é j uu t é ts o #
1381243	143180	52	0	0	tab	""
1381244	143180	52	0	0	tab	""
1381245	143180	51	0	17	bold	[ávyéjuutétso]
1381246	143180	51	18	21	italic	vt.
1381247	143180	52	37	37	hyphen	""
1381248	143180	52	37	37	newline	""
1381249	143180	52	37	37	tab	""
1381250	143180	51	47	81	italic	Ávyéjuube íllíkye ávyéjuuté
1381251	143180	52	81	81	hyphen	""
1381252	143180	52	81	81	newline	""
1381253	143180	52	81	81	tab	""
1381254	143180	51	81	123	italic	tsó íhyájkímudívú ityéhmétsóneri.
1381255	143180	52	126	126	newline	""
1381256	143180	52	127	127	pagebreak	""
1381257	143180	52	127	127	tab	""
1381258	143180	52	165	165	hyphen	""
1381259	143180	52	165	165	newline	""
1381260	143180	52	165	165	tab	""
3630494	143180	53	1	16	head	ávyéjuutétso
3630495	143180	53	18	21	pos	vt.
3630496	143180	53	21	45	translation	ayudar a ser importante
3630497	143180	53	47	123	example-src	Ávyéjuube íllíkye ávyéjuutétsó íhyájkímudívú ityéhmétsóneri.
3630498	143180	53	123	201	example-tgt	 El curaca ayudó a ser importante a su hijo nombrándolo jefe de su personal.
3673290	143180	54	1	16	headorthographic	# á vy é j uu t é ts o #
1381261	143181	51	0	11	bold	ávyenéjcu
1381262	143181	51	12	16	italic	abs.
3630499	143181	53	0	11	head	ávyenéjcu
3630500	143181	53	12	16	pos	abs.
3673291	143181	54	0	11	headorthographic	# á vy e n é j c u #
1381263	143182	52	0	0	tab	""
1381264	143182	52	0	0	tab	""
1381265	143182	51	0	13	bold	[ávyénejcu]
1381266	143182	51	14	17	italic	vt.
1381267	143182	52	37	37	newline	""
1381268	143182	52	38	38	tab	""
1381269	143182	51	46	82	italic	Óvíi ímíñeúvú ávyénéjcuube
1381270	143182	52	82	82	newline	""
1381271	143182	52	83	83	tab	""
1381272	143182	51	83	116	italic	meí̵í̵nétso cuwájá pañévu.
1381273	143182	52	124	124	newline	""
1381274	143182	52	125	125	tab	""
1381275	143182	52	160	160	newline	""
1381276	143182	52	161	161	tab	""
1381277	143182	52	199	199	hyphen	""
1381278	143182	52	199	199	newline	""
1381279	143182	52	199	199	tab	""
1381280	143182	51	203	241	italic	Aadi eene étsii táhíjcyáábeke dá
1381281	143182	52	241	241	hyphen	""
1381282	143182	52	241	241	newline	""
1381283	143182	52	241	241	tab	""
1381284	143182	51	241	275	italic	vyenéjcú dibye iíllíjkívyeki.
1381285	143182	52	284	284	hyphen	""
1381286	143182	52	284	284	newline	""
1381287	143182	52	284	284	tab	""
1381288	143182	52	321	321	newline	""
1381289	143182	52	322	322	tab	""
3630501	143182	53	1	12	head	ávyénejcu
3630502	143182	53	14	17	pos	vt.
3630503	143182	53	17	44	translation	hacer algo con más fuerza
3630504	143182	53	46	116	example-src	Óvíi ímíñeúvú ávyénéjcuube meí̵í̵nétso cuwájá pañévu.
3630505	143182	53	116	203	example-tgt	 Dejemos que duerma más profundamente (lit. con más fuerza) para ponerlo en la cama. 
3630506	143182	53	203	275	example-src	Aadi eene étsii táhíjcyáábeke dávyenéjcú dibye iíllíjkívyeki.
3630507	143182	53	275	345	example-tgt	 A ese niño que llora pégale con más fuerza para que se arrepienta.
3673292	143182	54	1	12	headorthographic	# á vy é n e j c u #
1381290	143183	51	0	7	bold	ávyeta
1381291	143183	51	8	12	italic	adv.
1381292	143183	51	33	38	italic	Ávye
1381293	143183	52	38	38	hyphen	""
1381294	143183	52	38	38	newline	""
1381295	143183	52	38	38	tab	""
1381296	143183	51	38	55	italic	ta ímí diíbye.
1381297	143183	51	73	79	italic	¡Ávye
1381298	143183	52	79	79	hyphen	""
1381299	143183	52	79	79	newline	""
1381300	143183	52	79	79	tab	""
1381301	143183	51	79	90	italic	ta diíbye!
1381302	143183	52	117	117	newline	""
1381303	143183	52	118	118	tab	""
3630508	143183	53	0	7	head	ávyeta
3630509	143183	53	8	12	pos	adv.
3630510	143183	53	12	16	translation	muy
3630511	143183	53	18	31	translation	completamente
3630512	143183	53	33	55	example-src	Ávyeta ímí diíbye.
3630513	143183	53	55	73	example-tgt	 El es muy bueno. 
3630514	143183	53	73	90	example-src	¡Ávyeta diíbye!
3630515	143183	53	90	123	example-tgt	 ¡Qué tal hombre (lit. muy él)!
3673293	143183	54	0	7	headorthographic	# á vy e t a #
1381304	143184	51	0	7	bold	avyéte
1381305	143184	51	8	12	italic	abs.
1381306	143184	52	34	34	hyphen	""
1381307	143184	52	34	34	newline	""
1381308	143184	52	34	34	tab	""
3630516	143184	53	0	7	head	avyéte
3630517	143184	53	8	12	pos	abs.
3630518	143184	53	12	26	translation	empeoramiento
3630519	143184	53	28	40	translation	agravamiento
3673294	143184	54	0	7	headorthographic	# a vy é t e #
1381309	143185	52	0	0	tab	""
1381310	143185	52	0	0	tab	""
1381311	143185	51	0	10	bold	[ávye̱te]
1381312	143185	51	11	14	italic	vi.
1381313	143185	52	35	35	newline	""
1381314	143185	52	36	36	tab	""
1381315	143185	51	50	69	italic	Táñahbe chémeebe
1381316	143185	52	69	69	newline	""
1381317	143185	52	70	70	tab	""
1381318	143185	51	70	93	italic	ávyeté éhnííñevu.
1381319	143185	52	107	107	newline	""
1381320	143185	52	108	108	tab	""
3630520	143185	53	1	9	head	ávye̱te
3630521	143185	53	11	14	pos	vi.
3630522	143185	53	14	23	translation	empeorar
3630523	143185	53	25	34	translation	agravarse
3630524	143185	53	36	48	translation	ponerse peor
3630525	143185	53	50	93	example-src	Táñahbe chémeebe ávyeté éhnííñevu.
3630526	143185	53	93	137	example-tgt	 Mi hermano se agrava más de su enfermedad.
3673295	143185	54	1	9	headorthographic	# á vy e̱ t e #
1381321	143186	51	0	11	bold	ávyetétso
1381322	143186	51	12	16	italic	abs.
3630527	143186	53	0	11	head	ávyetétso
3630528	143186	53	12	16	pos	abs.
3673296	143186	54	0	11	headorthographic	# á vy e t é ts o #
1381333	143188	51	0	8	bold	avyétso
1381334	143188	51	9	13	italic	abs.
3630529	143188	53	0	8	head	avyétso
3630530	143188	53	9	13	pos	abs.
3673297	143188	54	0	8	headorthographic	# a vy é ts o #
1381335	143189	52	0	0	tab	""
1381336	143189	52	0	0	tab	""
1381337	143189	51	0	10	bold	[ávyetso]
1381338	143189	51	11	14	italic	vt.
1381339	143189	52	36	36	newline	""
1381340	143189	52	37	37	tab	""
1381341	143189	51	37	71	italic	Tájtyúhapáájí̵ oke ávyetsó.
1381342	143189	52	81	81	newline	""
1381343	143189	52	82	82	tab	""
3630531	143189	53	1	9	head	ávyetso
3630532	143189	53	11	14	pos	vt.
3630533	143189	53	14	22	translation	afligir
3630534	143189	53	24	35	translation	hacer doler
3630535	143189	53	37	71	example-src	Tájtyúhapáájí̵ oke ávyetsó.
3630536	143189	53	71	96	example-tgt	 Mi zapato me hace doler.
3673298	143189	54	1	9	headorthographic	# á vy e ts o #
1381344	143190	51	0	7	bold	avyéve
1381345	143190	51	8	12	italic	abs.
1381346	143190	52	37	37	newline	""
1381347	143190	52	38	38	tab	""
3630537	143190	53	0	7	head	avyéve
3630538	143190	53	8	12	pos	abs.
3630539	143190	53	12	17	translation	pena
3630540	143190	53	19	27	translation	dolencia
3673299	143190	54	0	7	headorthographic	# a vy é v e #
1381348	143191	52	0	0	tab	""
1381349	143191	52	0	0	tab	""
1381350	143191	51	0	9	bold	[avyéve]
1381351	143191	51	10	13	italic	vi.
1381352	143191	52	39	39	hyphen	""
1381353	143191	52	39	39	newline	""
1381354	143191	52	39	39	tab	""
1381355	143191	51	70	80	italic	Íícyooca
1381356	143191	52	80	80	newline	""
1381357	143191	52	81	81	tab	""
1381358	143191	51	81	119	italic	táñúúhéjuri ó avyévé mítyane.
1381359	143191	52	127	127	newline	""
1381360	143191	52	128	128	tab	""
1381361	143191	52	161	161	newline	""
1381362	143191	52	162	162	tab	""
1381363	143191	52	200	200	newline	""
1381364	143191	52	201	201	tab	""
1381365	143191	51	219	227	bold	beebéve
3630541	143191	53	1	8	head	avyéve
3630542	143191	53	10	13	pos	vi.
3630543	143191	53	16	26	translation	afligirse
3630544	143191	53	28	34	translation	sufrir
3630545	143191	53	36	47	translation	sentir pena
3630546	143191	53	49	54	translation	doler
3630547	143191	53	56	68	translation	sentir dolor
3630548	143191	53	188	208	translation	sentir algo picante
3630549	143191	53	70	119	example-src	Íícyooca táñúúhéjuri ó avyévé mítyane.
3630550	143191	53	119	186	example-tgt	 En este momento estoy sufriendo mucho por una dolencia del oído. 
3673300	143191	54	1	8	headorthographic	# a vy é v e #
1381366	143192	51	0	12	bold	ávyevécunu
1381367	143192	51	13	17	italic	abs.
1381368	143192	52	37	37	newline	""
1381369	143192	52	38	38	tab	""
3630551	143192	53	0	12	head	ávyevécunu
3630552	143192	53	13	17	pos	abs.
3630553	143192	53	17	26	translation	angustia
3630554	143192	53	28	36	translation	ansiedad
3630555	143192	53	38	51	translation	preocupación
3673301	143192	54	0	12	headorthographic	# á vy e v é c u n u #
1381750	143233	51	0	13	bold	áyáálléwu
1381751	143233	51	14	16	italic	s.
3630776	143233	53	0	13	head	áyáálléwu
3630777	143233	53	14	16	pos	s.
3630778	143233	53	16	22	translation	chica
3630779	143233	53	24	32	translation	muchacha
3673359	143233	54	0	13	headorthographic	# á y áá ll é w u #
1381752	143234	51	0	6	bold	ayánu
1381753	143234	51	7	11	italic	abs.
3630780	143234	53	0	6	head	ayánu
3630781	143234	53	7	11	pos	abs.
3673360	143234	54	0	6	headorthographic	# a y á n u #
1381370	143193	52	0	0	tab	""
1381371	143193	52	0	0	tab	""
1381372	143193	51	0	15	bold	[ávyevécu̱nu]
1381373	143193	51	16	19	italic	ve.
